datetime,month,hour,total_energy_kwh,source,power_outage,temperature_celsius,foot_traffic,hvac_kwh,lighting_kwh,escalators_kwh,refrigeration_kwh,security_it_kwh,other_kwh
2027-01-11 19:00:00,1,19,7364.69,Grid,0,26.8,4543,3093.17,2062.11,662.82,662.82,441.88,441.88
2027-01-11 20:00:00,1,20,3944.12,Grid,0,23.0,2978,1656.53,1104.35,354.97,354.97,236.65,236.65
2027-01-11 21:00:00,1,21,4074.72,Grid,0,22.0,3076,1711.38,1140.92,366.72,366.72,244.48,244.48
2027-01-11 22:00:00,1,22,1031.9,Grid,0,22.0,0,433.4,288.93,92.87,92.87,61.91,61.91
2027-01-11 23:00:00,1,23,977.11,Grid,0,20.2,0,410.39,273.59,87.94,87.94,58.63,58.63
2027-01-12 00:00:00,1,0,1011.05,Grid,0,17.8,0,424.64,283.09,90.99,90.99,60.66,60.66
2027-01-12 01:00:00,1,1,1011.19,Grid,0,18.1,0,424.7,283.13,91.01,91.01,60.67,60.67
2027-01-12 02:00:00,1,2,1011.5,Grid,0,16.7,0,424.83,283.22,91.03,91.03,60.69,60.69
2027-01-12 03:00:00,1,3,957.06,Grid,0,15.2,0,401.97,267.98,86.14,86.14,57.42,57.42
2027-01-12 04:00:00,1,4,966.33,Grid,0,17.4,0,405.86,270.57,86.97,86.97,57.98,57.98
2027-01-12 05:00:00,1,5,955.64,Grid,0,17.3,0,401.37,267.58,86.01,86.01,57.34,57.34
2027-01-12 06:00:00,1,6,953.73,Grid,0,16.7,0,400.57,267.04,85.84,85.84,57.22,57.22
2027-01-12 07:00:00,1,7,1024.63,Grid,0,15.6,0,430.34,286.9,92.22,92.22,61.48,61.48
2027-01-12 08:00:00,1,8,2338.81,Grid,0,18.0,0,982.3,654.87,210.49,210.49,140.33,140.33
2027-01-12 09:00:00,1,9,3999.71,Grid,0,21.3,3020,1679.88,1119.92,359.97,359.97,239.98,239.98
2027-01-12 10:00:00,1,10,3832.2,Grid,0,22.3,2893,1609.52,1073.02,344.9,344.9,229.93,229.93
2027-01-12 11:00:00,1,11,4293.09,Grid,0,24.6,3096,1803.1,1202.06,386.38,386.38,257.59,257.59
2027-01-12 12:00:00,1,12,5615.01,Grid,0,24.0,4239,2358.3,1572.2,505.35,505.35,336.9,336.9
2027-01-12 13:00:00,1,13,6192.17,Grid,0,25.6,4134,2600.71,1733.81,557.29,557.29,371.53,371.53
2027-01-12 14:00:00,1,14,7207.85,Grid,0,27.6,4216,3027.3,2018.2,648.71,648.71,432.47,432.47
2027-01-12 15:00:00,1,15,5034.68,Grid,0,27.3,3003,2114.56,1409.71,453.12,453.12,302.08,302.08
2027-01-12 16:00:00,1,16,5124.57,Grid,0,27.6,3004,2152.32,1434.88,461.21,461.21,307.47,307.47
2027-01-12 17:00:00,1,17,7013.16,Grid,0,25.6,4700,2945.53,1963.68,631.18,631.18,420.79,420.79
2027-01-12 18:00:00,1,18,7736.99,Grid,0,27.3,4624,3249.53,2166.36,696.33,696.33,464.22,464.22
2027-01-12 19:00:00,1,19,7327.18,Grid,0,26.8,4516,3077.42,2051.61,659.45,659.45,439.63,439.63
2027-01-12 20:00:00,1,20,4921.15,Grid,0,26.5,3098,2066.88,1377.92,442.9,442.9,295.27,295.27
2027-01-12 21:00:00,1,21,4555.23,Grid,0,25.4,3099,1913.2,1275.46,409.97,409.97,273.31,273.31
2027-01-12 22:00:00,1,22,971.45,Grid,0,22.4,0,408.01,272.01,87.43,87.43,58.29,58.29
2027-01-12 23:00:00,1,23,1033.08,Grid,0,20.4,0,433.89,289.26,92.98,92.98,61.98,61.98
2027-01-13 00:00:00,1,0,1010.01,Grid,0,17.7,0,424.2,282.8,90.9,90.9,60.6,60.6
2027-01-13 01:00:00,1,1,990.22,Grid,0,16.7,0,415.89,277.26,89.12,89.12,59.41,59.41
2027-01-13 02:00:00,1,2,1018.01,Grid,0,17.9,0,427.56,285.04,91.62,91.62,61.08,61.08
2027-01-13 03:00:00,1,3,980.96,Grid,0,15.2,0,412.0,274.67,88.29,88.29,58.86,58.86
2027-01-13 04:00:00,1,4,1040.87,Grid,0,14.6,0,437.16,291.44,93.68,93.68,62.45,62.45
2027-01-13 05:00:00,1,5,971.74,Grid,0,15.3,0,408.13,272.09,87.46,87.46,58.3,58.3
2027-01-13 06:00:00,1,6,966.05,Grid,0,16.3,0,405.74,270.49,86.94,86.94,57.96,57.96
2027-01-13 07:00:00,1,7,964.15,Grid,0,18.4,0,404.94,269.96,86.77,86.77,57.85,57.85
2027-01-13 08:00:00,1,8,2381.0,Grid,0,19.5,0,1000.02,666.68,214.29,214.29,142.86,142.86
2027-01-13 09:00:00,1,9,4094.72,Grid,0,21.1,3091,1719.78,1146.52,368.53,368.53,245.68,245.68
2027-01-13 10:00:00,1,10,4044.25,Grid,0,22.9,3053,1698.59,1132.39,363.98,363.98,242.66,242.66
2027-01-13 11:00:00,1,11,4119.85,Grid,0,22.9,3110,1730.34,1153.56,370.79,370.79,247.19,247.19
2027-01-13 12:00:00,1,12,5567.16,Grid,0,24.1,4164,2338.21,1558.8,501.04,501.04,334.03,334.03
2027-01-13 13:00:00,1,13,6373.35,Grid,0,25.9,4169,2676.81,1784.54,573.6,573.6,382.4,382.4
2027-01-13 14:00:00,1,14,6799.83,Grid,0,26.7,4235,2855.93,1903.95,611.98,611.98,407.99,407.99
2027-01-13 15:00:00,1,15,6153.28,Grid,0,30.1,3124,2584.38,1722.92,553.79,553.79,369.2,369.2
2027-01-13 16:00:00,1,16,5137.77,Grid,0,28.2,2896,2157.86,1438.58,462.4,462.4,308.27,308.27
2027-01-13 17:00:00,1,17,7850.62,Grid,0,27.8,4548,3297.26,2198.17,706.56,706.56,471.04,471.04
2027-01-13 18:00:00,1,18,7098.09,Grid,0,26.8,4374,2981.2,1987.46,638.83,638.83,425.89,425.89
2027-01-13 19:00:00,1,19,7318.01,Grid,0,27.0,4468,3073.56,2049.04,658.62,658.62,439.08,439.08
2027-01-13 20:00:00,1,20,3990.73,Grid,0,24.5,2901,1676.11,1117.4,359.17,359.17,239.44,239.44
2027-01-13 21:00:00,1,21,4348.63,Grid,0,24.6,3133,1826.43,1217.62,391.38,391.38,260.92,260.92
2027-01-13 22:00:00,1,22,964.52,Grid,0,22.4,0,405.1,270.06,86.81,86.81,57.87,57.87
2027-01-13 23:00:00,1,23,975.63,Grid,0,19.9,0,409.76,273.18,87.81,87.81,58.54,58.54
2027-01-14 00:00:00,1,0,983.7,Grid,0,18.7,0,413.15,275.44,88.53,88.53,59.02,59.02
2027-01-14 01:00:00,1,1,1007.97,Grid,0,18.8,0,423.35,282.23,90.72,90.72,60.48,60.48
2027-01-14 02:00:00,1,2,997.69,Grid,0,19.1,0,419.03,279.35,89.79,89.79,59.86,59.86
2027-01-14 03:00:00,1,3,982.94,Grid,0,16.4,0,412.83,275.22,88.46,88.46,58.98,58.98
2027-01-14 04:00:00,1,4,1008.12,Grid,0,13.9,0,423.41,282.27,90.73,90.73,60.49,60.49
2027-01-14 05:00:00,1,5,987.96,Grid,0,16.9,0,414.95,276.63,88.92,88.92,59.28,59.28
2027-01-14 06:00:00,1,6,959.75,Grid,0,18.6,0,403.1,268.73,86.38,86.38,57.59,57.59
2027-01-14 07:00:00,1,7,989.24,Grid,0,19.5,0,415.48,276.99,89.03,89.03,59.35,59.35
2027-01-14 08:00:00,1,8,2345.62,Grid,0,20.2,0,985.16,656.77,211.11,211.11,140.74,140.74
2027-01-14 09:00:00,1,9,3992.3,Grid,0,21.1,3014,1676.76,1117.84,359.31,359.31,239.54,239.54
2027-01-14 10:00:00,1,10,3910.04,Grid,0,21.5,2952,1642.22,1094.81,351.9,351.9,234.6,234.6
2027-01-14 11:00:00,1,11,3877.0,Grid,0,22.8,2927,1628.34,1085.56,348.93,348.93,232.62,232.62
2027-01-14 12:00:00,1,12,5778.29,Grid,0,24.5,4179,2426.88,1617.92,520.05,520.05,346.7,346.7
2027-01-14 13:00:00,1,13,6601.11,Grid,0,26.9,4053,2772.47,1848.31,594.1,594.1,396.07,396.07
2027-01-14 14:00:00,1,14,6935.1,Grid,0,27.1,4207,2912.74,1941.83,624.16,624.16,416.11,416.11
2027-01-14 15:00:00,1,15,4805.52,Generator,1,28.4,2989,2018.32,1345.55,432.5,432.5,288.33,288.33
2027-01-14 16:00:00,1,16,5050.58,Grid,0,27.3,3008,2121.24,1414.16,454.55,454.55,303.03,303.03
2027-01-14 17:00:00,1,17,8166.37,Grid,0,29.2,4363,3429.88,2286.58,734.97,734.97,489.98,489.98
2027-01-14 18:00:00,1,18,7433.23,Grid,0,26.6,4635,3121.96,2081.31,668.99,668.99,445.99,445.99
2027-01-14 19:00:00,1,19,7462.44,Grid,0,27.1,4520,3134.23,2089.48,671.62,671.62,447.75,447.75
2027-01-14 20:00:00,1,20,4860.22,Grid,0,26.2,3115,2041.29,1360.86,437.42,437.42,291.61,291.61
2027-01-14 21:00:00,1,21,3902.68,Grid,0,22.9,2946,1639.12,1092.75,351.24,351.24,234.16,234.16
2027-01-14 22:00:00,1,22,976.26,Grid,0,20.9,0,410.03,273.35,87.86,87.86,58.58,58.58
2027-01-14 23:00:00,1,23,1025.03,Grid,0,19.9,0,430.51,287.01,92.25,92.25,61.5,61.5
2027-01-15 00:00:00,1,0,964.02,Grid,0,19.4,0,404.89,269.92,86.76,86.76,57.84,57.84
2027-01-15 01:00:00,1,1,1002.45,Grid,0,16.2,0,421.03,280.69,90.22,90.22,60.15,60.15
2027-01-15 02:00:00,1,2,1017.44,Grid,0,16.8,0,427.32,284.88,91.57,91.57,61.05,61.05
2027-01-15 03:00:00,1,3,1031.03,Grid,0,17.1,0,433.03,288.69,92.79,92.79,61.86,61.86
2027-01-15 04:00:00,1,4,1010.71,Grid,0,15.0,0,424.5,283.0,90.96,90.96,60.64,60.64
2027-01-15 05:00:00,1,5,1024.94,Grid,0,17.1,0,430.47,286.98,92.24,92.24,61.5,61.5
2027-01-15 06:00:00,1,6,1029.6,Grid,0,15.6,0,432.43,288.29,92.66,92.66,61.78,61.78
2027-01-15 07:00:00,1,7,987.61,Grid,0,19.6,0,414.8,276.53,88.89,88.89,59.26,59.26
2027-01-15 08:00:00,1,8,2386.64,Grid,0,19.0,0,1002.39,668.26,214.8,214.8,143.2,143.2
2027-01-15 09:00:00,1,9,4152.49,Grid,0,21.4,3135,1744.05,1162.7,373.72,373.72,249.15,249.15
2027-01-15 10:00:00,1,10,4063.99,Grid,0,22.1,3068,1706.88,1137.92,365.76,365.76,243.84,243.84
2027-01-15 11:00:00,1,11,4132.29,Grid,0,23.4,3120,1735.56,1157.04,371.91,371.91,247.94,247.94
2027-01-15 12:00:00,1,12,5928.53,Grid,0,25.3,4058,2489.98,1659.99,533.57,533.57,355.71,355.71
2027-01-15 13:00:00,1,13,5947.49,Grid,0,25.2,4092,2497.95,1665.3,535.27,535.27,356.85,356.85
2027-01-15 14:00:00,1,14,6568.04,Generator,1,27.8,4234,2758.58,1839.05,591.12,591.12,394.08,394.08
2027-01-15 15:00:00,1,15,5181.9,Grid,0,28.4,2892,2176.4,1450.93,466.37,466.37,310.91,310.91
2027-01-15 16:00:00,1,16,5058.85,Grid,0,26.7,3134,2124.72,1416.48,455.3,455.3,303.53,303.53
2027-01-15 17:00:00,1,17,7282.59,Grid,0,26.5,4578,3058.69,2039.13,655.43,655.43,436.96,436.96
2027-01-15 18:00:00,1,18,8189.96,Grid,0,29.2,4358,3439.78,2293.19,737.1,737.1,491.4,491.4
2027-01-15 19:00:00,1,19,6959.46,Grid,0,25.8,4578,2922.97,1948.65,626.35,626.35,417.57,417.57
2027-01-15 20:00:00,1,20,4704.74,Grid,0,26.0,3055,1975.99,1317.33,423.43,423.43,282.28,282.28
2027-01-15 21:00:00,1,21,3946.06,Grid,0,23.9,2979,1657.35,1104.9,355.15,355.15,236.76,236.76
2027-01-15 22:00:00,1,22,1022.88,Grid,0,23.4,0,429.61,286.41,92.06,92.06,61.37,61.37
2027-01-15 23:00:00,1,23,1037.61,Grid,0,20.9,0,435.8,290.53,93.39,93.39,62.26,62.26
2027-01-16 00:00:00,1,0,975.96,Grid,0,21.0,0,409.9,273.27,87.84,87.84,58.56,58.56
2027-01-16 01:00:00,1,1,1027.68,Grid,0,17.3,0,431.62,287.75,92.49,92.49,61.66,61.66
2027-01-16 02:00:00,1,2,1001.19,Grid,0,17.8,0,420.5,280.33,90.11,90.11,60.07,60.07
2027-01-16 03:00:00,1,3,962.85,Grid,0,17.0,0,404.4,269.6,86.66,86.66,57.77,57.77
2027-01-16 04:00:00,1,4,985.26,Grid,0,18.4,0,413.81,275.87,88.67,88.67,59.12,59.12
2027-01-16 05:00:00,1,5,981.59,Grid,0,16.2,0,412.27,274.85,88.34,88.34,58.9,58.9
2027-01-16 06:00:00,1,6,998.59,Grid,0,17.3,0,419.41,279.61,89.87,89.87,59.92,59.92
2027-01-16 07:00:00,1,7,964.09,Grid,0,16.4,0,404.92,269.95,86.77,86.77,57.85,57.85
2027-01-16 08:00:00,1,8,2299.03,Grid,0,20.0,0,965.59,643.73,206.91,206.91,137.94,137.94
2027-01-16 09:00:00,1,9,5077.28,Grid,0,18.9,5391,2132.46,1421.64,456.96,456.96,304.64,304.64
2027-01-16 10:00:00,1,10,5153.1,Grid,0,23.0,5471,2164.3,1442.87,463.78,463.78,309.19,309.19
2027-01-16 11:00:00,1,11,5148.61,Grid,0,22.7,5466,2162.42,1441.61,463.37,463.37,308.92,308.92
2027-01-16 12:00:00,1,12,8161.49,Grid,0,25.7,7655,3427.83,2285.22,734.53,734.53,489.69,489.69
2027-01-16 13:00:00,1,13,7763.05,Grid,0,25.1,7555,3260.48,2173.65,698.67,698.67,465.78,465.78
2027-01-16 14:00:00,1,14,7930.57,Grid,0,26.3,7094,3330.84,2220.56,713.75,713.75,475.83,475.83
2027-01-16 15:00:00,1,15,6204.38,Grid,0,26.6,5440,2605.84,1737.23,558.39,558.39,372.26,372.26
2027-01-16 16:00:00,1,16,6685.39,Grid,0,27.7,5489,2807.86,1871.91,601.68,601.68,401.12,401.12
2027-01-16 17:00:00,1,17,9266.47,Grid,0,26.5,8174,3891.92,2594.61,833.98,833.98,555.99,555.99
2027-01-16 18:00:00,1,18,8687.02,Grid,0,26.2,7832,3648.55,2432.37,781.83,781.83,521.22,521.22
2027-01-16 19:00:00,1,19,9049.74,Grid,0,26.8,7848,3800.89,2533.93,814.48,814.48,542.98,542.98
2027-01-16 20:00:00,1,20,5139.15,Grid,0,23.8,5456,2158.44,1438.96,462.52,462.52,308.35,308.35
2027-01-16 21:00:00,1,21,4967.48,Grid,0,24.5,5070,2086.34,1390.89,447.07,447.07,298.05,298.05
2027-01-16 22:00:00,1,22,998.2,Grid,0,23.0,0,419.24,279.5,89.84,89.84,59.89,59.89
2027-01-16 23:00:00,1,23,980.36,Grid,0,19.4,0,411.75,274.5,88.23,88.23,58.82,58.82
2027-01-17 00:00:00,1,0,975.83,Grid,0,17.4,0,409.85,273.23,87.82,87.82,58.55,58.55
2027-01-17 01:00:00,1,1,971.99,Grid,0,16.3,0,408.23,272.16,87.48,87.48,58.32,58.32
2027-01-17 02:00:00,1,2,1026.81,Grid,0,17.5,0,431.26,287.51,92.41,92.41,61.61,61.61
2027-01-17 03:00:00,1,3,996.59,Grid,0,17.3,0,418.57,279.05,89.69,89.69,59.8,59.8
2027-01-17 04:00:00,1,4,863.87,Generator,1,15.9,0,362.82,241.88,77.75,77.75,51.83,51.83
2027-01-17 05:00:00,1,5,986.34,Grid,0,14.1,0,414.26,276.17,88.77,88.77,59.18,59.18
2027-01-17 06:00:00,1,6,984.67,Grid,0,15.9,0,413.56,275.71,88.62,88.62,59.08,59.08
2027-01-17 07:00:00,1,7,975.73,Grid,0,17.5,0,409.81,273.2,87.82,87.82,58.54,58.54
2027-01-17 08:00:00,1,8,2354.86,Grid,0,19.2,0,989.04,659.36,211.94,211.94,141.29,141.29
2027-01-17 09:00:00,1,9,4906.24,Grid,0,20.0,5209,2060.62,1373.75,441.56,441.56,294.37,294.37
2027-01-17 10:00:00,1,10,4863.76,Grid,0,20.6,5164,2042.78,1361.85,437.74,437.74,291.83,291.83
2027-01-17 11:00:00,1,11,5159.82,Grid,0,24.2,5380,2167.13,1444.75,464.38,464.38,309.59,309.59
2027-01-17 12:00:00,1,12,7966.7,Grid,0,25.9,7367,3346.01,2230.68,717.0,717.0,478.0,478.0
2027-01-17 13:00:00,1,13,9604.21,Grid,0,28.3,7582,4033.77,2689.18,864.38,864.38,576.25,576.25
2027-01-17 14:00:00,1,14,8172.33,Grid,0,26.3,7311,3432.38,2288.25,735.51,735.51,490.34,490.34
2027-01-17 15:00:00,1,15,6438.52,Grid,0,27.3,5421,2704.18,1802.78,579.47,579.47,386.31,386.31
2027-01-17 16:00:00,1,16,6057.42,Grid,0,26.2,5470,2544.12,1696.08,545.17,545.17,363.45,363.45
2027-01-17 17:00:00,1,17,10756.64,Grid,0,30.1,7662,4517.79,3011.86,968.1,968.1,645.4,645.4
2027-01-17 18:00:00,1,18,9587.2,Grid,0,27.9,7757,4026.62,2684.41,862.85,862.85,575.23,575.23
2027-01-17 19:00:00,1,19,7931.63,Grid,0,24.7,7984,3331.29,2220.86,713.85,713.85,475.9,475.9
2027-01-17 20:00:00,1,20,5804.07,Grid,0,25.7,5411,2437.71,1625.14,522.37,522.37,348.24,348.24
2027-01-17 21:00:00,1,21,4842.21,Grid,0,23.0,5141,2033.73,1355.82,435.8,435.8,290.53,290.53
2027-01-17 22:00:00,1,22,974.42,Grid,0,21.2,0,409.25,272.84,87.7,87.7,58.46,58.46
2027-01-17 23:00:00,1,23,1010.15,Grid,0,19.5,0,424.26,282.84,90.91,90.91,60.61,60.61
2027-01-18 00:00:00,1,0,1008.52,Grid,0,20.2,0,423.58,282.38,90.77,90.77,60.51,60.51
2027-01-18 01:00:00,1,1,1001.96,Grid,0,17.1,0,420.82,280.55,90.18,90.18,60.12,60.12
2027-01-18 02:00:00,1,2,998.27,Grid,0,17.9,0,419.27,279.52,89.84,89.84,59.9,59.9
2027-01-18 03:00:00,1,3,1016.49,Grid,0,15.6,0,426.93,284.62,91.48,91.48,60.99,60.99
2027-01-18 04:00:00,1,4,976.85,Grid,0,15.9,0,410.28,273.52,87.92,87.92,58.61,58.61
2027-01-18 05:00:00,1,5,986.82,Grid,0,17.0,0,414.46,276.31,88.81,88.81,59.21,59.21
2027-01-18 06:00:00,1,6,1032.02,Grid,0,17.6,0,433.45,288.97,92.88,92.88,61.92,61.92
2027-01-18 07:00:00,1,7,969.44,Grid,0,17.6,0,407.16,271.44,87.25,87.25,58.17,58.17
2027-01-18 08:00:00,1,8,2458.49,Grid,0,20.1,0,1032.57,688.38,221.26,221.26,147.51,147.51
2027-01-18 09:00:00,1,9,4121.89,Grid,0,20.7,3112,1731.19,1154.13,370.97,370.97,247.31,247.31
2027-01-18 10:00:00,1,10,3863.45,Grid,0,21.3,2917,1622.65,1081.76,347.71,347.71,231.81,231.81
2027-01-18 11:00:00,1,11,3933.36,Grid,0,23.5,2969,1652.01,1101.34,354.0,354.0,236.0,236.0
2027-01-18 12:00:00,1,12,6129.09,Grid,0,25.0,4295,2574.22,1716.14,551.62,551.62,367.75,367.75
2027-01-18 13:00:00,1,13,6353.02,Grid,0,26.3,4054,2668.27,1778.85,571.77,571.77,381.18,381.18
2027-01-18 14:00:00,1,14,6802.35,Generator,1,29.2,4035,2856.99,1904.66,612.21,612.21,408.14,408.14
2027-01-18 15:00:00,1,15,5416.82,Grid,0,28.8,2954,2275.06,1516.71,487.51,487.51,325.01,325.01
2027-01-18 16:00:00,1,16,4964.21,Grid,0,27.6,2905,2084.97,1389.98,446.78,446.78,297.85,297.85
2027-01-18 17:00:00,1,17,6967.04,Grid,0,26.4,4417,2926.16,1950.77,627.03,627.03,418.02,418.02
2027-01-18 18:00:00,1,18,6971.02,Grid,0,26.3,4456,2927.83,1951.89,627.39,627.39,418.26,418.26
2027-01-18 19:00:00,1,19,6762.86,Grid,0,26.0,4413,2840.4,1893.6,608.66,608.66,405.77,405.77
2027-01-18 20:00:00,1,20,4521.16,Grid,0,26.0,2937,1898.89,1265.93,406.9,406.9,271.27,271.27
2027-01-18 21:00:00,1,21,3866.62,Grid,0,23.2,2919,1623.98,1082.65,348.0,348.0,232.0,232.0
2027-01-18 22:00:00,1,22,1006.84,Grid,0,21.9,0,422.87,281.91,90.62,90.62,60.41,60.41
2027-01-18 23:00:00,1,23,993.15,Grid,0,19.6,0,417.12,278.08,89.38,89.38,59.59,59.59
2027-01-19 00:00:00,1,0,966.97,Grid,0,18.6,0,406.13,270.75,87.03,87.03,58.02,58.02
2027-01-19 01:00:00,1,1,915.24,Generator,1,17.2,0,384.4,256.27,82.37,82.37,54.91,54.91
2027-01-19 02:00:00,1,2,987.54,Grid,0,17.6,0,414.77,276.51,88.88,88.88,59.25,59.25
2027-01-19 03:00:00,1,3,1039.1,Grid,0,14.9,0,436.42,290.95,93.52,93.52,62.35,62.35
2027-01-19 04:00:00,1,4,1003.38,Grid,0,16.9,0,421.42,280.95,90.3,90.3,60.2,60.2
2027-01-19 05:00:00,1,5,1011.78,Grid,0,16.7,0,424.95,283.3,91.06,91.06,60.71,60.71
2027-01-19 06:00:00,1,6,990.46,Grid,0,16.0,0,415.99,277.33,89.14,89.14,59.43,59.43
2027-01-19 07:00:00,1,7,955.75,Grid,0,19.2,0,401.41,267.61,86.02,86.02,57.34,57.34
2027-01-19 08:00:00,1,8,2423.07,Grid,0,19.1,0,1017.69,678.46,218.08,218.08,145.38,145.38
2027-01-19 09:00:00,1,9,3959.78,Grid,0,20.4,2989,1663.11,1108.74,356.38,356.38,237.59,237.59
2027-01-19 10:00:00,1,10,4074.45,Grid,0,20.5,3076,1711.27,1140.85,366.7,366.7,244.47,244.47
2027-01-19 11:00:00,1,11,3922.82,Grid,0,23.4,2962,1647.59,1098.39,353.05,353.05,235.37,235.37
2027-01-19 12:00:00,1,12,6145.14,Grid,0,25.1,4258,2580.96,1720.64,553.06,553.06,368.71,368.71
2027-01-19 13:00:00,1,13,5672.78,Generator,1,26.2,4046,2382.57,1588.38,510.55,510.55,340.37,340.37
2027-01-19 14:00:00,1,14,6993.38,Grid,0,27.2,4198,2937.22,1958.15,629.4,629.4,419.6,419.6
2027-01-19 15:00:00,1,15,4853.37,Grid,0,26.9,2965,2038.42,1358.94,436.8,436.8,291.2,291.2
2027-01-19 16:00:00,1,16,5246.89,Grid,0,28.4,2921,2203.69,1469.13,472.22,472.22,314.81,314.81
2027-01-19 17:00:00,1,17,8390.62,Grid,0,29.3,4460,3524.06,2349.37,755.16,755.16,503.44,503.44
2027-01-19 18:00:00,1,18,7146.78,Generator,1,28.0,4541,3001.65,2001.1,643.21,643.21,428.81,428.81
2027-01-19 19:00:00,1,19,7375.17,Grid,0,26.8,4542,3097.57,2065.05,663.77,663.77,442.51,442.51
2027-01-19 20:00:00,1,20,4380.95,Grid,0,25.2,3023,1840.0,1226.67,394.29,394.29,262.86,262.86
2027-01-19 21:00:00,1,21,3682.23,Generator,1,23.2,3089,1546.54,1031.02,331.4,331.4,220.93,220.93
2027-01-19 22:00:00,1,22,965.2,Grid,0,22.8,0,405.38,270.26,86.87,86.87,57.91,57.91
2027-01-19 23:00:00,1,23,963.54,Grid,0,19.1,0,404.69,269.79,86.72,86.72,57.81,57.81
2027-01-20 00:00:00,1,0,984.82,Grid,0,18.9,0,413.62,275.75,88.63,88.63,59.09,59.09
2027-01-20 01:00:00,1,1,1001.12,Grid,0,19.0,0,420.47,280.31,90.1,90.1,60.07,60.07
2027-01-20 02:00:00,1,2,987.56,Grid,0,17.9,0,414.77,276.52,88.88,88.88,59.25,59.25
2027-01-20 03:00:00,1,3,1017.93,Grid,0,15.6,0,427.53,285.02,91.61,91.61,61.08,61.08
2027-01-20 04:00:00,1,4,996.3,Grid,0,16.4,0,418.45,278.96,89.67,89.67,59.78,59.78
2027-01-20 05:00:00,1,5,1030.04,Grid,0,15.7,0,432.62,288.41,92.7,92.7,61.8,61.8
2027-01-20 06:00:00,1,6,1017.95,Grid,0,15.7,0,427.54,285.03,91.62,91.62,61.08,61.08
2027-01-20 07:00:00,1,7,1031.9,Grid,0,18.6,0,433.4,288.93,92.87,92.87,61.91,61.91
2027-01-20 08:00:00,1,8,2434.92,Grid,0,17.7,0,1022.67,681.78,219.14,219.14,146.1,146.1
2027-01-20 09:00:00,1,9,3468.25,Generator,1,21.5,2909,1456.66,971.11,312.14,312.14,208.09,208.09
2027-01-20 10:00:00,1,10,4069.88,Grid,0,21.6,3073,1709.35,1139.57,366.29,366.29,244.19,244.19
2027-01-20 11:00:00,1,11,3829.15,Grid,0,21.1,2891,1608.24,1072.16,344.62,344.62,229.75,229.75
2027-01-20 12:00:00,1,12,6164.17,Grid,0,25.1,4275,2588.95,1725.97,554.77,554.77,369.85,369.85
2027-01-20 13:00:00,1,13,6051.0,Grid,0,25.4,4102,2541.42,1694.28,544.59,544.59,363.06,363.06
2027-01-20 14:00:00,1,14,6558.08,Grid,0,26.7,4068,2754.39,1836.26,590.23,590.23,393.48,393.48
2027-01-20 15:00:00,1,15,4964.92,Grid,0,26.8,3071,2085.27,1390.18,446.84,446.84,297.9,297.9
2027-01-20 16:00:00,1,16,5604.47,Grid,0,28.6,3100,2353.88,1569.25,504.4,504.4,336.27,336.27
2027-01-20 17:00:00,1,17,8332.35,Grid,0,28.5,4635,3499.59,2333.06,749.91,749.91,499.94,499.94
2027-01-20 18:00:00,1,18,7507.64,Grid,0,27.7,4367,3153.21,2102.14,675.69,675.69,450.46,450.46
2027-01-20 19:00:00,1,19,7172.26,Grid,0,26.0,4668,3012.35,2008.23,645.5,645.5,430.34,430.34
2027-01-20 20:00:00,1,20,4826.45,Grid,0,26.1,3116,2027.11,1351.41,434.38,434.38,289.59,289.59
2027-01-20 21:00:00,1,21,3924.27,Grid,0,23.5,2963,1648.19,1098.8,353.18,353.18,235.46,235.46
2027-01-20 22:00:00,1,22,1014.52,Grid,0,23.0,0,426.1,284.06,91.31,91.31,60.87,60.87
2027-01-20 23:00:00,1,23,997.92,Grid,0,19.6,0,419.13,279.42,89.81,89.81,59.88,59.88
2027-01-21 00:00:00,1,0,978.42,Grid,0,19.7,0,410.93,273.96,88.06,88.06,58.7,58.7
2027-01-21 01:00:00,1,1,1022.08,Grid,0,17.3,0,429.27,286.18,91.99,91.99,61.32,61.32
2027-01-21 02:00:00,1,2,995.84,Grid,0,16.1,0,418.25,278.83,89.63,89.63,59.75,59.75
2027-01-21 03:00:00,1,3,954.3,Grid,0,15.5,0,400.81,267.2,85.89,85.89,57.26,57.26
2027-01-21 04:00:00,1,4,1034.31,Grid,0,16.2,0,434.41,289.61,93.09,93.09,62.06,62.06
2027-01-21 05:00:00,1,5,1026.49,Grid,0,15.1,0,431.13,287.42,92.38,92.38,61.59,61.59
2027-01-21 06:00:00,1,6,1023.21,Grid,0,17.5,0,429.75,286.5,92.09,92.09,61.39,61.39
2027-01-21 07:00:00,1,7,995.58,Grid,0,17.4,0,418.14,278.76,89.6,89.6,59.73,59.73
2027-01-21 08:00:00,1,8,2372.79,Grid,0,17.9,0,996.57,664.38,213.55,213.55,142.37,142.37
2027-01-21 09:00:00,1,9,4004.96,Grid,0,19.8,3024,1682.08,1121.39,360.45,360.45,240.3,240.3
2027-01-21 10:00:00,1,10,3846.71,Grid,0,21.5,2904,1615.62,1077.08,346.2,346.2,230.8,230.8
2027-01-21 11:00:00,1,11,4036.44,Grid,0,24.0,3039,1695.31,1130.2,363.28,363.28,242.19,242.19
2027-01-21 12:00:00,1,12,6326.1,Grid,0,26.2,4053,2656.96,1771.31,569.35,569.35,379.57,379.57
